Order ID,Order Date,GrossMargin percentage,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub Category,Sales,Discount,Profit,Invoice_id,PaymentType
CA-2016-106320,25/9/2016,4.761904762,EB-13870,Emily Burns,Consumer,India,Ooty,Tamil Nadu,84057,West,FUR-TA-10000577,"Eggs, Meat and Fish",Eggs,1100,0.11,495,IN7-954-4263,Ewallet
CA-2017-121755,16/1/2017,4.761904762,EH-13945,Eric Hoffmann,Consumer,India,Tirunelveli,Tamil Nadu,90049,West,OFF-BI-10001634,Snacks,Chocolates,2022,0.11,202.2,IN7-954-4264,Credit card
CA-2017-121755,16/1/2017,4.761904762,EH-13945,Eric Hoffmann,Consumer,India,Trichy,Tamil Nadu,90049,West,TEC-AC-10003027,Snacks,Cookies,541,0.12,43.28,IN7-954-4265,Cash
US-2016-150630,17/9/2016,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Viluppuram,Tamil Nadu,19140,East,FUR-BO-10004834,Bakery,Biscuits,979,0.22,401.39,IN7-954-4266,Credit card
US-2016-150630,17/9/2016,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Krishnagiri,Tamil Nadu,19140,East,OFF-BI-10000474,Beverages,Soft Drinks,1988,0.22,874.72,IN7-954-4267,Cash
US-2016-150630,17/9/2016,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Kanyakumari,Tamil Nadu,19140,East,FUR-FU-10004848,Oil and Masala,Masalas,989,0.17,69.23,IN7-954-4268,Cash
US-2016-150630,17/9/2016,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Dharmapuri,Tamil Nadu,19140,East,OFF-EN-10001509,Beverages,Soft Drinks,1845,0.24,166.05,IN7-954-4269,Credit card
US-2016-150630,17/9/2016,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Vellore,Tamil Nadu,19140,East,OFF-AR-10004042,Snacks,Noodles,1400,0.11,420,IN7-954-4270,Cash
US-2016-150630,17/9/2016,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Trichy,Tamil Nadu,19140,East,OFF-BI-10001525,Oil and Masala,Edible Oil and Ghee,2163,0.26,670.53,IN7-954-4271,Cash
US-2016-150630,17/9/2016,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Madurai,Tamil Nadu,19140,East,OFF-AR-10001683,Oil and Masala,Masalas,1689,0.34,337.8,IN7-954-4272,Credit card
CA-2018-107727,19/10/2018,4.761904762,MA-17560,Matt Abelman,Cosumer,India,Vellore,Tamil Nadu,77095,Central,OFF-PA-10000249,Beverages,Health Drinks,809,0.32,80.9,IN7-954-4273,Ewallet
CA-2017-117590,8/12/2017,4.761904762,GH-14485,Gene Hale,Cosumer,India,Tirunelveli,Tamil Nadu,75080,Central,TEC-PH-10004977,"Eggs, Meat and Fish",Eggs,1265,0.22,569.25,IN7-954-4274,Ewallet
CA-2017-117590,8/12/2017,4.761904762,GH-14485,Gene Hale,Cosumer,India,Salem,Tamil Nadu,75080,Central,FUR-FU-10003664,Beverages,Soft Drinks,934,0.35,56.04,IN7-954-4275,Ewallet
CA-2016-117415,27/12/2016,4.761904762,SN-20710,Steve Nguyen,Cosumer,India,Ramanadhapuram,Tamil Nadu,77041,Central,OFF-EN-10002986,Fruits and Veggies,Organic Vegetables,1354,0.16,446.82,IN7-954-4276,Ewallet
CA-2016-117415,27/12/2016,4.761904762,SN-20710,Steve Nguyen,Cosumer,India,Chennai,Tamil Nadu,77041,Central,FUR-BO-10002545,Fruits and Veggies,Fresh Fruits,1751,0.19,280.16,IN7-954-4277,Ewallet
CA-2016-117415,27/12/2016,4.761904762,SN-20710,Steve Nguyen,Cosumer,India,Cumbum,Tamil Nadu,77041,Central,FUR-CH-10004218,"Eggs, Meat and Fish",Chicken,2045,0.23,879.35,IN7-954-4278,Cash
CA-2016-117415,27/12/2016,4.761904762,SN-20710,Steve Nguyen,Cosumer,India,Namakkal,Tamil Nadu,77041,Central,TEC-PH-10000486,Beverages,Health Drinks,660,0.19,92.4,IN7-954-4279,Ewallet
CA-2018-120999,10/9/2018,4.761904762,LC-16930,Linda Cazamias,Cosumer,India,Salem,Tamil Nadu,60540,Central,TEC-PH-10004093,Beverages,Soft Drinks,1868,0.18,616.44,IN7-954-4280,Cash
CA-2017-101343,17/7/2017,4.761904762,RA-19885,Ruben Ausman,Cosumer,India,Bodi,Tamil Nadu,90049,West,OFF-ST-10003479,Snacks,Cookies,1017,0.25,345.78,IN7-954-4281,Cash
CA-2018-139619,19/9/2018,4.761904762,ES-14080,Erin Smith,Cosumer,India,Dharmapuri,Tamil Nadu,32935,South,OFF-ST-10003282,Snacks,Cookies,2311,0.2,1039.95,IN7-954-4282,Cash
CA-2017-118255,11/3/2017,4.761904762,ON-18715,Odella Nelson,Cosumer,India,Krishnagiri,Tamil Nadu,55122,Central,TEC-AC-10000171,Bakery,Biscuits,1663,0.17,731.72,IN7-954-4283,Cash
CA-2017-118255,11/3/2017,4.761904762,ON-18715,Odella Nelson,Cosumer,India,Madurai,Tamil Nadu,55122,Central,OFF-BI-10003291,"Eggs, Meat and Fish",Eggs,1420,0.19,355,IN7-954-4284,Cash
CA-2015-146703,20/10/2015,4.761904762,PO-18865,Patrick O'Donnell,Consumer,India,Nagercoil,Tamil Nadu,48185,Central,OFF-ST-10001713,Fruits and Veggies,Organic Vegetables,1415,0.31,509.4,IN7-954-4285,Credit card
CA-2017-169194,20/6/2017,4.761904762,LH-16900,Lena Hernandez,Consumer,India,Chennai,Tamil Nadu,19901,East,TEC-AC-10002167,Snacks,Noodles,1488,0.3,610.08,IN7-954-4286,Ewallet
CA-2017-169194,20/6/2017,4.761904762,LH-16900,Lena Hernandez,Consumer,India,Pudukottai,Tamil Nadu,19901,East,TEC-PH-10003988,Snacks,Noodles,726,0.18,43.56,IN7-954-4287,Credit card
CA-2016-115742,18/4/2016,4.761904762,DP-13000,Darren Powers,Consumer,India,Ooty,Tamil Nadu,47150,Central,OFF-BI-10004410,Bakery,Cakes,1259,0.15,415.47,IN7-954-4288,Ewallet
CA-2016-115742,18/4/2016,4.761904762,DP-13000,Darren Powers,Consumer,India,Salem,Tamil Nadu,47150,Central,OFF-LA-10002762,Beverages,Soft Drinks,902,0.29,153.34,IN7-954-4289,Cash
CA-2016-115742,18/4/2016,4.761904762,DP-13000,Darren Powers,Consumer,India,Salem,Tamil Nadu,47150,Central,FUR-FU-10001706,Beverages,Soft Drinks,2306,0.3,553.44,IN7-954-4290,Cash
CA-2016-115742,18/4/2016,4.761904762,DP-13000,Darren Powers,Consumer,India,Theni,Tamil Nadu,47150,Central,FUR-CH-10003061,Bakery,Cakes,1417,0.19,99.19,IN7-954-4291,Ewallet
CA-2017-105816,11/12/2017,4.761904762,JM-15265,Janet Molinari,Cosumer,India,Madurai,Tamil Nadu,10024,East,OFF-FA-10000304,Fruits and Veggies,Fresh Vegetables,627,0.33,181.83,IN7-954-4292,Credit card
CA-2017-105816,11/12/2017,4.761904762,JM-15265,Janet Molinari,Cosumer,India,Nagercoil,Tamil Nadu,10024,East,TEC-PH-10002447,Fruits and Veggies,Organic Fruits,760,0.28,60.8,IN7-954-4293,Ewallet
CA-2017-111682,17/6/2017,4.761904762,TB-21055,Ted Butterfield,Consumer,India,Salem,Tamil Nadu,12180,East,OFF-ST-10000604,Food Grains,Atta and Flour,2350,0.15,611,IN7-954-4294,Cash
CA-2017-111682,17/6/2017,4.761904762,TB-21055,Ted Butterfield,Consumer,India,Krishnagiri,Tamil Nadu,12180,East,OFF-PA-10001569,"Eggs, Meat and Fish",Fish,1179,0.34,271.17,IN7-954-4295,Cash
CA-2017-111682,17/6/2017,4.761904762,TB-21055,Ted Butterfield,Consumer,India,Trichy,Tamil Nadu,12180,East,FUR-CH-10003968,Food Grains,Dals and Pulses,1624,0.35,194.88,IN7-954-4296,Ewallet
CA-2017-111682,17/6/2017,4.761904762,TB-21055,Ted Butterfield,Consumer,India,Trichy,Tamil Nadu,12180,East,OFF-PA-10000587,"Eggs, Meat and Fish",Mutton,1316,0.35,421.12,IN7-954-4297,Cash
CA-2017-111682,17/6/2017,4.761904762,TB-21055,Ted Butterfield,Consumer,India,Coimbatore,Tamil Nadu,12180,East,TEC-AC-10002167,Beverages,Health Drinks,2121,0.12,678.72,IN7-954-4298,Cash
CA-2017-111682,17/6/2017,4.761904762,TB-21055,Ted Butterfield,Consumer,India,Virudhunagar,Tamil Nadu,12180,East,OFF-BI-10001460,Oil and Masala,Masalas,1428,0.28,271.32,IN7-954-4299,Credit card
CA-2017-111682,17/6/2017,4.761904762,TB-21055,Ted Butterfield,Consumer,India,Perambalur,Tamil Nadu,12180,East,OFF-AR-10001868,Snacks,Noodles,706,0.33,289.46,IN7-954-4300,Ewallet
CA-2016-135545,24/11/2016,4.761904762,KM-16720,Kunst Miller,Consumer,India,Dharmapuri,Tamil Nadu,90004,West,TEC-AC-10004633,"Eggs, Meat and Fish",Fish,921,0.25,184.2,IN7-954-4301,Ewallet
CA-2016-135545,24/11/2016,4.761904762,KM-16720,Kunst Miller,Consumer,India,Trichy,Tamil Nadu,90004,West,OFF-BI-10001078,Fruits and Veggies,Fresh Fruits,1741,0.31,661.58,IN7-954-4302,Credit card
CA-2016-135545,24/11/2016,4.761904762,KM-16720,Kunst Miller,Consumer,India,Madurai,Tamil Nadu,90004,West,OFF-PA-10003892,"Eggs, Meat and Fish",Eggs,607,0.22,200.31,IN7-954-4303,Cash
CA-2016-135545,24/11/2016,4.761904762,KM-16720,Kunst Miller,Consumer,India,Tirunelveli,Tamil Nadu,90004,West,FUR-FU-10000397,"Eggs, Meat and Fish",Mutton,1824,0.25,766.08,IN7-954-4304,Cash
US-2016-164175,30/4/2016,4.761904762,PS-18970,Paul Stevenson,Cosumer,India,Madurai,Tamil Nadu,60610,Central,FUR-CH-10001146,Food Grains,Atta and Flour,1368,0.11,383.04,IN7-954-4305,Ewallet
CA-2015-106376,5/12/2015,4.761904762,BS-11590,Brendan Sweed,Cosumer,India,Pudukottai,Tamil Nadu,85234,West,OFF-AR-10002671,Fruits and Veggies,Fresh Vegetables,1160,0.16,510.4,IN7-954-4306,Ewallet
CA-2015-106376,5/12/2015,4.761904762,BS-11590,Brendan Sweed,Cosumer,India,Viluppuram,Tamil Nadu,85234,West,TEC-PH-10002726,Food Grains,Atta and Flour,1294,0.23,77.64,IN7-954-4307,Cash
CA-2017-119823,4/6/2017,4.761904762,KD-16270,Karen Daniels,Consumer,India,Ooty,Tamil Nadu,22153,South,OFF-PA-10000482,Oil and Masala,Masalas,1232,0.14,554.4,IN7-954-4308,Cash
CA-2017-106075,18/9/2017,4.761904762,HM-14980,Henry MacAllister,Consumer,India,Kanyakumari,Tamil Nadu,10009,East,OFF-BI-10004654,"Eggs, Meat and Fish",Mutton,994,0.31,357.84,IN7-954-4309,Credit card
CA-2018-114440,14/9/2018,4.761904762,TB-21520,Tracy Blumstein,Consumer,India,Kanyakumari,Tamil Nadu,49201,Central,OFF-PA-10004675,Snacks,Noodles,2468,0.18,1011.88,IN7-954-4310,Cash
US-2016-134026,26/4/2016,4.761904762,JE-15745,Joel Eaton,Consumer,India,Theni,Tamil Nadu,38109,South,FUR-CH-10000513,Snacks,Cookies,721,0.27,100.94,IN7-954-4311,Ewallet
US-2016-134026,26/4/2016,4.761904762,JE-15745,Joel Eaton,Consumer,India,Vellore,Tamil Nadu,38109,South,FUR-FU-10003708,Fruits and Veggies,Organic Vegetables,2375,0.21,475,IN7-954-4312,Cash
US-2016-134026,26/4/2016,4.761904762,JE-15745,Joel Eaton,Consumer,India,Vellore,Tamil Nadu,38109,South,OFF-ST-10004123,Beverages,Soft Drinks,1965,0.13,117.9,IN7-954-4313,Ewallet
US-2018-118038,9/12/2018,4.761904762,KB-16600,Ken Brennan,Cosumer,India,Bodi,Tamil Nadu,77041,Central,OFF-BI-10004182,Beverages,Soft Drinks,1489,0.12,193.57,IN7-954-4314,Credit card
US-2018-118038,9/12/2018,4.761904762,KB-16600,Ken Brennan,Cosumer,India,Ooty,Tamil Nadu,77041,Central,FUR-FU-10000260,Fruits and Veggies,Organic Fruits,1250,0.27,75,IN7-954-4315,Credit card
US-2018-118038,9/12/2018,4.761904762,KB-16600,Ken Brennan,Cosumer,India,Coimbatore,Tamil Nadu,77041,Central,OFF-ST-10000615,Snacks,Noodles,1358,0.31,488.88,IN7-954-4316,Credit card
US-2015-147606,26/11/2015,4.761904762,JE-15745,Joel Eaton,Consumer,India,Vellore,Tamil Nadu,77070,Central,FUR-FU-10003194,Snacks,Cookies,719,0.2,64.71,IN7-954-4317,Ewallet
CA-2017-127208,12/6/2017,4.761904762,SC-20770,Stewart Carmichael,Cosumer,India,Chennai,Tamil Nadu,35601,South,OFF-AP-10002118,Fruits and Veggies,Organic Fruits,2303,0.26,621.81,IN7-954-4318,Cash
CA-2017-127208,12/6/2017,4.761904762,SC-20770,Stewart Carmichael,Cosumer,India,Kanyakumari,Tamil Nadu,35601,South,OFF-BI-10002309,Beverages,Health Drinks,2027,0.34,912.15,IN7-954-4319,Credit card
CA-2015-139451,12/10/2015,4.761904762,DN-13690,Duane Noonan,Consumer,India,Bodi,Tamil Nadu,94122,West,OFF-AR-10002053,Food Grains,Atta and Flour,1739,0.29,765.16,IN7-954-4320,Ewallet
CA-2015-139451,12/10/2015,4.761904762,DN-13690,Duane Noonan,Consumer,India,Cumbum,Tamil Nadu,94122,West,OFF-ST-10002370,Oil and Masala,Spices,990,0.26,227.7,IN7-954-4321,Ewallet
CA-2016-149734,3/9/2016,4.761904762,JC-16105,Julie Creighton,Cosumer,India,Dharmapuri,Tamil Nadu,27707,South,OFF-EN-10000927,Beverages,Soft Drinks,2354,0.11,682.66,IN7-954-4322,Credit card
US-2018-119662,13/11/2018,4.761904762,CS-12400,Christopher Schild,Cosumer,India,Bodi,Tamil Nadu,60623,Central,OFF-ST-10003656,Fruits and Veggies,Organic Fruits,1044,0.1,344.52,IN7-954-4323,Cash
CA-2018-140088,28/5/2018,4.761904762,PO-18865,Patrick O'Donnell,Consumer,India,Dindigul,Tamil Nadu,29203,South,FUR-CH-10000863,Oil and Masala,Spices,2129,0.25,659.99,IN7-954-4324,Ewallet
CA-2018-155558,26/10/2018,4.761904762,PG-18895,Paul Gonzalez,Consumer,India,Theni,Tamil Nadu,55901,Central,TEC-AC-10001998,Food Grains,Rice,1759,0.1,615.65,IN7-954-4325,Cash
CA-2018-155558,26/10/2018,4.761904762,PG-18895,Paul Gonzalez,Consumer,India,Viluppuram,Tamil Nadu,55901,Central,OFF-LA-10000134,"Eggs, Meat and Fish",Eggs,1663,0.26,665.2,IN7-954-4326,Credit card
CA-2017-159695,5/4/2017,4.761904762,GM-14455,Gary Mitchum,Cosumer,India,Perambalur,Tamil Nadu,77095,Central,OFF-ST-10003442,Bakery,Breads and Buns,2111,0.21,189.99,IN7-954-4327,Cash
CA-2017-109806,17/9/2017,4.761904762,JS-15685,Jim Sink,Cosumer,India,Madurai,Tamil Nadu,90036,West,OFF-AR-10004930,Food Grains,Dals and Pulses,1878,0.12,450.72,IN7-954-4328,Cash
CA-2017-109806,17/9/2017,4.761904762,JS-15685,Jim Sink,Cosumer,India,Ooty,Tamil Nadu,90036,West,TEC-PH-10004093,"Eggs, Meat and Fish",Chicken,769,0.34,46.14,IN7-954-4329,Cash
CA-2017-109806,17/9/2017,4.761904762,JS-15685,Jim Sink,Cosumer,India,Virudhunagar,Tamil Nadu,90036,West,OFF-PA-10000304,Beverages,Health Drinks,1241,0.14,409.53,IN7-954-4330,Ewallet
CA-2016-149587,31/1/2016,4.761904762,KB-16315,Karl Braun,Consumer,India,Madurai,Tamil Nadu,55407,Central,OFF-PA-10003177,Food Grains,Atta and Flour,2128,0.14,383.04,IN7-954-4331,Ewallet
CA-2016-149587,31/1/2016,4.761904762,KB-16315,Karl Braun,Consumer,India,Namakkal,Tamil Nadu,55407,Central,FUR-FU-10003799,Fruits and Veggies,Fresh Fruits,2257,0.33,270.84,IN7-954-4332,Credit card
CA-2016-149587,31/1/2016,4.761904762,KB-16315,Karl Braun,Consumer,India,Bodi,Tamil Nadu,55407,Central,OFF-BI-10002852,Snacks,Chocolates,1285,0.28,218.45,IN7-954-4333,Credit card
US-2018-109484,6/11/2018,4.761904762,RB-19705,Roger Barcio,Cosumer,India,Virudhunagar,Tamil Nadu,97206,West,OFF-BI-10004738,"Eggs, Meat and Fish",Fish,1230,0.13,442.8,IN7-954-4334,Ewallet
CA-2018-161018,9/11/2018,4.761904762,PN-18775,Parhena Norris,Cosumer,India,Ooty,Tamil Nadu,10009,East,FUR-FU-10000629,Food Grains,Atta and Flour,1856,0.21,723.84,IN7-954-4335,Ewallet
CA-2018-157833,17/6/2018,4.761904762,KD-16345,Katherine Ducich,Consumer,India,Trichy,Tamil Nadu,94122,West,OFF-BI-10001721,Fruits and Veggies,Fresh Fruits,545,0.31,125.35,IN7-954-4336,Cash
CA-2017-149223,6/9/2017,4.761904762,ER-13855,Elpida Rittenbach,Cosumer,India,Dharmapuri,Tamil Nadu,55106,Central,OFF-AP-10000358,Snacks,Chocolates,2301,0.28,391.17,IN7-954-4337,Ewallet
CA-2017-158568,29/8/2017,4.761904762,RB-19465,Rick Bensley,Cosumer,India,Chennai,Tamil Nadu,60610,Central,OFF-PA-10003256,Oil and Masala,Spices,1475,0.26,531,IN7-954-4338,Cash
CA-2017-158568,29/8/2017,4.761904762,RB-19465,Rick Bensley,Cosumer,India,Coimbatore,Tamil Nadu,60610,Central,TEC-AC-10001767,Bakery,Cakes,2118,0.35,910.74,IN7-954-4339,Cash
CA-2017-158568,29/8/2017,4.761904762,RB-19465,Rick Bensley,Cosumer,India,Coimbatore,Tamil Nadu,60610,Central,OFF-BI-10002609,Beverages,Soft Drinks,1527,0.17,671.88,IN7-954-4340,Cash
CA-2017-129903,1/12/2017,4.761904762,GZ-14470,Gary Zandusky,Consumer,India,Nagercoil,Tamil Nadu,55901,Central,OFF-PA-10004040,Snacks,Chocolates,567,0.18,175.77,IN7-954-4341,Cash
US-2016-156867,13/11/2016,4.761904762,LC-16870,Lena Cacioppo,Consumer,India,Ramanadhapuram,Tamil Nadu,80013,West,TEC-AC-10001552,Fruits and Veggies,Fresh Fruits,969,0.27,184.11,IN7-954-4342,Cash
US-2016-156867,13/11/2016,4.761904762,LC-16870,Lena Cacioppo,Consumer,India,Karur,Tamil Nadu,80013,West,FUR-FU-10004006,Food Grains,Dals and Pulses,2300,0.14,1035,IN7-954-4343,Cash
US-2016-156867,13/11/2016,4.761904762,LC-16870,Lena Cacioppo,Consumer,India,Kanyakumari,Tamil Nadu,80013,West,OFF-BI-10002794,Oil and Masala,Masalas,1575,0.33,78.75,IN7-954-4344,Ewallet
CA-2018-119004,23/11/2018,4.761904762,JM-15250,Janet Martin,Consumer,India,Cumbum,Tamil Nadu,28205,South,TEC-AC-10003499,Beverages,Health Drinks,540,0.12,108,IN7-954-4345,Credit card
CA-2018-119004,23/11/2018,4.761904762,JM-15250,Janet Martin,Consumer,India,Tirunelveli,Tamil Nadu,28205,South,TEC-PH-10002844,Snacks,Cookies,536,0.34,176.88,IN7-954-4346,Cash
CA-2018-119004,23/11/2018,4.761904762,JM-15250,Janet Martin,Consumer,India,Tirunelveli,Tamil Nadu,28205,South,OFF-AR-10000390,"Eggs, Meat and Fish",Eggs,556,0.21,155.68,IN7-954-4347,Cash
CA-2016-129476,15/10/2016,4.761904762,PA-19060,Pete Armstrong,Cosumer,India,Coimbatore,Tamil Nadu,60462,Central,TEC-AC-10000844,Fruits and Veggies,Fresh Fruits,1179,0.16,271.17,IN7-954-4348,Cash
CA-2018-146780,25/12/2018,4.761904762,CV-12805,Cynthia Voltz,Cosumer,India,Namakkal,Tamil Nadu,10035,East,FUR-FU-10001934,Food Grains,Dals and Pulses,1487,0.12,505.58,IN7-954-4349,Ewallet
CA-2017-128867,3/11/2017,4.761904762,CL-12565,Clay Ludtke,Consumer,India,Pudukottai,Tamil Nadu,50322,Central,OFF-AR-10000380,Bakery,Breads and Buns,2220,0.1,111,IN7-954-4350,Credit card
CA-2017-128867,3/11/2017,4.761904762,CL-12565,Clay Ludtke,Consumer,India,Dindigul,Tamil Nadu,50322,Central,OFF-BI-10003981,Oil and Masala,Edible Oil and Ghee,2155,0.3,581.85,IN7-954-4351,Cash
CA-2015-115259,25/8/2015,4.761904762,RC-19960,Ryan Crowe,Consumer,India,Krishnagiri,Tamil Nadu,43229,East,OFF-FA-10000621,Fruits and Veggies,Fresh Vegetables,1154,0.1,69.24,IN7-954-4352,Ewallet
CA-2015-115259,25/8/2015,4.761904762,RC-19960,Ryan Crowe,Consumer,India,Salem,Tamil Nadu,43229,East,OFF-EN-10002600,Snacks,Noodles,2420,0.11,242,IN7-954-4353,Credit card
CA-2015-115259,25/8/2015,4.761904762,RC-19960,Ryan Crowe,Consumer,India,Karur,Tamil Nadu,43229,East,OFF-PA-10004965,Snacks,Chocolates,1305,0.24,287.1,IN7-954-4354,Credit card
CA-2015-115259,25/8/2015,4.761904762,RC-19960,Ryan Crowe,Consumer,India,Bodi,Tamil Nadu,43229,East,OFF-EN-10002504,Fruits and Veggies,Organic Fruits,927,0.2,157.59,IN7-954-4355,Ewallet
CA-2016-110457,2/3/2016,4.761904762,DK-13090,Dave Kipp,Consumer,India,Viluppuram,Tamil Nadu,98103,West,FUR-TA-10001768,Fruits and Veggies,Organic Vegetables,983,0.11,186.77,IN7-954-4356,Ewallet
US-2016-136476,5/4/2016,4.761904762,GG-14650,Greg Guthrie,Cosumer,India,Chennai,Tamil Nadu,37620,South,OFF-BI-10003650,Food Grains,Rice,903,0.1,90.3,IN7-954-4357,Ewallet
CA-2017-103730,12/6/2017,4.761904762,SC-20725,Steven Cartwright,Consumer,India,Cumbum,Tamil Nadu,19805,East,FUR-FU-10002157,"Eggs, Meat and Fish",Chicken,1235,0.12,74.1,IN7-954-4358,Ewallet
